"subject","subject_label","predicate","object","object_label","sentence","source_url"
"AI","GPE","express","AI","ORG","Prof Geoffrey Hinton, a computer scientist regarded as one of the ""godfathers"" of AI development, has expressed concern that powerful AI systems could even make humans extinct - although his fear was ","https://www.bbc.com/news/technology-65855333"
"AI","GPE","express","Yann LeCun","PERSON","Prof Geoffrey Hinton, a computer scientist regarded as one of the ""godfathers"" of AI development, has expressed concern that powerful AI systems could even make humans extinct - although his fear was ","https://www.bbc.com/news/technology-65855333"
"AI","ORG","express","Yann LeCun","PERSON","Prof Geoffrey Hinton, a computer scientist regarded as one of the ""godfathers"" of AI development, has expressed concern that powerful AI systems could even make humans extinct - although his fear was ","https://www.bbc.com/news/technology-65855333"
"Apple","ORG","halt","AI","GPE","Apple halted a new AI feature in January after it incorrectly summarised news app notifications.","https://www.bbc.com/news/technology-65855333"
"Apple","ORG","halt","January","DATE","Apple halted a new AI feature in January after it incorrectly summarised news app notifications.","https://www.bbc.com/news/technology-65855333"
"AI","GPE","halt","January","DATE","Apple halted a new AI feature in January after it incorrectly summarised news app notifications.","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","complain","Apple","ORG","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","complain","Luigi Mangione","PERSON","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","complain","UnitedHealthcare","ORG","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","complain","Brian Thompson","PERSON","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"Apple","ORG","complain","Luigi Mangione","PERSON","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"Apple","ORG","complain","UnitedHealthcare","ORG","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"Apple","ORG","complain","Brian Thompson","PERSON","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"Luigi Mangione","PERSON","complain","UnitedHealthcare","ORG","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"Luigi Mangione","PERSON","complain","Brian Thompson","PERSON","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"UnitedHealthcare","ORG","complain","Brian Thompson","PERSON","The BBC complained about the feature after Apple's AI falsely told readers that Luigi Mangione - the man accused of killing UnitedHealthcare CEO Brian Thompson - had shot himself.","https://www.bbc.com/news/technology-65855333"
"Google","ORG","face","AI","ORG","Google has also faced criticism over inaccurate answers produced by its AI search overviews.","https://www.bbc.com/news/technology-65855333"
"Abba","PERSON","writer","Björn Ulvaeus","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Abba","PERSON","writer","Ian Rankin","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Abba","PERSON","writer","Joanne Harris","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Abba","PERSON","writer","Julianne Moore -","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Abba","PERSON","writer","October 2024","DATE","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Björn Ulvaeus","PERSON","writer","Ian Rankin","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Björn Ulvaeus","PERSON","writer","Joanne Harris","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Björn Ulvaeus","PERSON","writer","Julianne Moore -","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Björn Ulvaeus","PERSON","writer","October 2024","DATE","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Ian Rankin","PERSON","writer","Joanne Harris","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Ian Rankin","PERSON","writer","Julianne Moore -","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Ian Rankin","PERSON","writer","October 2024","DATE","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Joanne Harris","PERSON","writer","Julianne Moore -","PERSON","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Joanne Harris","PERSON","writer","October 2024","DATE","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"Julianne Moore -","PERSON","writer","October 2024","DATE","Thousands of creators - including Abba singer-songwriter Björn Ulvaeus, writers Ian Rankin and Joanne Harris and actress Julianne Moore - signed a statement in October 2024 calling AI a ""major, unjust","https://www.bbc.com/news/technology-65855333"
"AI","ORG","related_to","Netherlands","GPE","It is not clear how much energy AI systems use, but some researchers estimate the industry as a whole could soon consume as much as the Netherlands.","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","tell","February","DATE","The BBC was told in February that government plans to make the UK a ""world leader"" in AI could put already stretched supplies of drinking water under strain.","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","tell","UK","GPE","The BBC was told in February that government plans to make the UK a ""world leader"" in AI could put already stretched supplies of drinking water under strain.","https://www.bbc.com/news/technology-65855333"
"BBC","ORG","tell","AI","GPE","The BBC was told in February that government plans to make the UK a ""world leader"" in AI could put already stretched supplies of drinking water under strain.","https://www.bbc.com/news/technology-65855333"
"February","DATE","tell","UK","GPE","The BBC was told in February that government plans to make the UK a ""world leader"" in AI could put already stretched supplies of drinking water under strain.","https://www.bbc.com/news/technology-65855333"
"February","DATE","tell","AI","GPE","The BBC was told in February that government plans to make the UK a ""world leader"" in AI could put already stretched supplies of drinking water under strain.","https://www.bbc.com/news/technology-65855333"
"UK","GPE","tell","AI","GPE","The BBC was told in February that government plans to make the UK a ""world leader"" in AI could put already stretched supplies of drinking water under strain.","https://www.bbc.com/news/technology-65855333"
"September 2024","DATE","say","Google","ORG","In September 2024, Google said it would reconsider proposals for a data centre in Chile, which has struggled with drought.","https://www.bbc.com/news/technology-65855333"
"September 2024","DATE","say","Chile","GPE","In September 2024, Google said it would reconsider proposals for a data centre in Chile, which has struggled with drought.","https://www.bbc.com/news/technology-65855333"
"Google","ORG","say","Chile","GPE","In September 2024, Google said it would reconsider proposals for a data centre in Chile, which has struggled with drought.","https://www.bbc.com/news/technology-65855333"
"EU","ORG","place","Artificial Intelligence Act","ORG","The EU's Artificial Intelligence Act places controls on high risk systems used in areas such as education, healthcare, law enforcement or elections.","https://www.bbc.com/news/technology-65855333"
"UK","GPE","say","Keir Starmer","PERSON","In the UK, Prime Minister Sir Keir Starmer has said the government ""will test and understand AI before we regulate it"".","https://www.bbc.com/news/technology-65855333"
"UK","GPE","say","AI","GPE","In the UK, Prime Minister Sir Keir Starmer has said the government ""will test and understand AI before we regulate it"".","https://www.bbc.com/news/technology-65855333"
"Keir Starmer","PERSON","say","AI","GPE","In the UK, Prime Minister Sir Keir Starmer has said the government ""will test and understand AI before we regulate it"".","https://www.bbc.com/news/technology-65855333"
"UK","GPE","have","US","GPE","Both the UK and US have AI Safety Institutes that aim to identify risks and evaluate advanced AI models.","https://www.bbc.com/news/technology-65855333"
"UK","GPE","have","AI Safety Institutes","ORG","Both the UK and US have AI Safety Institutes that aim to identify risks and evaluate advanced AI models.","https://www.bbc.com/news/technology-65855333"
"UK","GPE","have","AI","ORG","Both the UK and US have AI Safety Institutes that aim to identify risks and evaluate advanced AI models.","https://www.bbc.com/news/technology-65855333"
"US","GPE","have","AI Safety Institutes","ORG","Both the UK and US have AI Safety Institutes that aim to identify risks and evaluate advanced AI models.","https://www.bbc.com/news/technology-65855333"
"US","GPE","have","AI","ORG","Both the UK and US have AI Safety Institutes that aim to identify risks and evaluate advanced AI models.","https://www.bbc.com/news/technology-65855333"
"AI Safety Institutes","ORG","have","AI","ORG","Both the UK and US have AI Safety Institutes that aim to identify risks and evaluate advanced AI models.","https://www.bbc.com/news/technology-65855333"
"UK","GPE","clamp","AI","ORG","Several countries including the UK are also clamping down on use of AI systems to create deepfake nude imagery and child sexual abuse material.","https://www.bbc.com/news/technology-65855333"
"Microsoft","ORG","make","Copilot","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Microsoft","ORG","make","Google","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Microsoft","ORG","make","Gemini","GPE","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Microsoft","ORG","make","OpenAI","GPE","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Microsoft","ORG","make","AI","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Copilot","ORG","make","Google","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Copilot","ORG","make","Gemini","GPE","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Copilot","ORG","make","OpenAI","GPE","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Copilot","ORG","make","AI","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Google","ORG","make","Gemini","GPE","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Google","ORG","make","OpenAI","GPE","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Google","ORG","make","AI","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gemini","GPE","make","OpenAI","GPE","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Gemini","GPE","make","AI","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI","GPE","make","AI","ORG","Big players, including Microsoft, with Copilot, Google, with Gemini, and OpenAI, with GPT-4o, are making AI chatbot technology previously restricted to test labs more accessible to the general public.","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI’s GPT-3","ORG","tell","AI","ORG","OpenAI’s GPT-3 told us that AI uses “a series of autocomplete-like programs to learn language” and that these programs analyze “the statistical properties of the language” to “make educated guesses ba","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"AI","GPE","remember","Bing","PERSON","But there are so many more pieces to the AI landscape that are coming into play (and so many name changes — remember when we were talking about Bing and Bard before those tools were rebranded?), but y","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"AI","GPE","remember","Bard","PERSON","But there are so many more pieces to the AI landscape that are coming into play (and so many name changes — remember when we were talking about Bing and Bard before those tools were rebranded?), but y","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Bing","PERSON","remember","Bard","PERSON","But there are so many more pieces to the AI landscape that are coming into play (and so many name changes — remember when we were talking about Bing and Bard before those tools were rebranded?), but y","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","billion-dollar","MONEY","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","Tuesday","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","OpenAI","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","Sora","PERSON","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","the end of 2024","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","announce","Tuesday","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","announce","OpenAI","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","announce","Sora","PERSON","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","announce","the end of 2024","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"billion-dollar","MONEY","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","announce","Tuesday","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","announce","OpenAI","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","announce","Sora","PERSON","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","announce","the end of 2024","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Tuesday","DATE","announce","OpenAI","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Tuesday","DATE","announce","Sora","PERSON","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Tuesday","DATE","announce","the end of 2024","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Tuesday","DATE","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Tuesday","DATE","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI","ORG","announce","Sora","PERSON","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI","ORG","announce","the end of 2024","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI","ORG","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"OpenAI","ORG","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","the end of 2024","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Sora","PERSON","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"the end of 2024","DATE","announce","Disney","ORG","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"the end of 2024","DATE","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"Disney","ORG","announce","only a few months ago","DATE","OpenAI just gave up on Sora and its billion-dollar Disney deal
On Tuesday afternoon, OpenAI announced “We’re saying goodbye to Sora,” the video generation tool that it launched at the end of 2024, and","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The Wall Street Journal","ORG","report","OpenAI","ORG","The Wall Street Journal reported the move earlier, saying that OpenAI boss Sam Altman had informed staff that both the TikTok-like Sora app and API access for developers would be discontinued, with no","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The Wall Street Journal","ORG","report","Sam Altman","PERSON","The Wall Street Journal reported the move earlier, saying that OpenAI boss Sam Altman had informed staff that both the TikTok-like Sora app and API access for developers would be discontinued, with no","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The Wall Street Journal","ORG","report","TikTok","ORG","The Wall Street Journal reported the move earlier, saying that OpenAI boss Sam Altman had informed staff that both the TikTok-like Sora app and API access for developers would be discontinued, with no","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The Wall Street Journal","ORG","report","Sora","PERSON","The Wall Street Journal reported the move earlier, saying that OpenAI boss Sam Altman had informed staff that both the TikTok-like Sora app and API access for developers would be discontinued, with no","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
"The Wall Street Journal","ORG","report","API","ORG","The Wall Street Journal reported the move earlier, saying that OpenAI boss Sam Altman had informed staff that both the TikTok-like Sora app and API access for developers would be discontinued, with no","https://www.theverge.com/23610427/chatbots-chatgpt-new-bing-google-bard-conversational-ai"
